"NAME","NAME_ORIG","NAME_ENG","NAME_EXTRA","CODE","COUNTRY"
"ЕГОРЬЕВСК 1","ЕГОРЬЕВСК 1",,"ЕГОРЬЕВСК 1",233400,"Россия"
"ЕДВА","ЕДВА",,"ЕДВА",283202,"Россия"
"ЕДРОВО","ЕДРОВО",,"ЕДРОВО",55003,"Россия"
"ЕЖЕВАЯ","ЕЖЕВАЯ",,"ЕЖЕВАЯ",770902,"Россия"
"ЕЖИХА","ЕЖИХА",,"ЕЖИХА",267500,"Россия"
"ЕЙСК","ЕЙСК",,"ЕЙСК",515405,"Россия"
"ЕЙСК-ПЕРЕВАЛКА","ЕЙСК-ПЕРЕВАЛКА",,"ЕЙСК-ПЕРЕВАЛКА",517006,"Россия"
"ЕЙСК (ЭКСП.)","ЕЙСК (ЭКСП.)",,"ЕЙСК (ЭКСП.)",515208,"Россия"
"ЕКАТЕРИНБУРГ-СОРТИРОВОЧНЫЙ","ЕКАТЕРИНБУРГ-СОРТИРОВОЧНЫЙ",,"ЕКАТЕРИНБУРГ-СОРТИРОВОЧНЫЙ",780001,"Россия"
"ЕКАТЕРИНБУРГ-ТОВАРНЫЙ","ЕКАТЕРИНБУРГ-ТОВАРНЫЙ",,"ЕКАТЕРИНБУРГ-ТОВАРНЫЙ",780302,"Россия"
"ЕКАТЕРИНОВКА","ЕКАТЕРИНОВКА",,"ЕКАТЕРИНОВКА",608606,"Россия"
"ЕКАТЕРИНОСЛАВКА","ЕКАТЕРИНОСЛАВКА",,"ЕКАТЕРИНОСЛАВКА",955406,"Россия"
"ЕЛАНСКИЙ","ЕЛАНСКИЙ",,"ЕЛАНСКИЙ",793105,"Россия"
"ЕЛАНЬ-КАМЫШИНСКАЯ","ЕЛАНЬ-КАМЫШИНСКАЯ",,"ЕЛАНЬ-КАМЫШИНСКАЯ",606801,"Россия"
"ЕЛЕНСКИЙ","ЕЛЕНСКИЙ",,"ЕЛЕНСКИЙ",306601,"Россия"
"ЕЛЕЦ","ЕЛЕЦ",,"ЕЛЕЦ",593000,"Россия"
"ЕЛЕЦКАЯ","ЕЛЕЦКАЯ",,"ЕЛЕЦКАЯ",289603,"Россия"
"ЕЛИЗАВЕТИНО","ЕЛИЗАВЕТИНО",,"ЕЛИЗАВЕТИНО",74201,"Россия"
"ЕЛЬНЯ","ЕЛЬНЯ",,"ЕЛЬНЯ",170803,"Россия"
"ЕЛЬШАНКА","ЕЛЬШАНКА",,"ЕЛЬШАНКА",611509,"Россия"
"ЕЛЬШАНКА (ЭКСП.)","ЕЛЬШАНКА (ЭКСП.)",,"ЕЛЬШАНКА (ЭКСП.)",618007,"Россия"
"ЕМАНЖЕЛИНСК","ЕМАНЖЕЛИНСК",,"ЕМАНЖЕЛИНСК",804600,"Россия"
"ЕМЦА","ЕМЦА",,"ЕМЦА",294809,"Россия"
"ЕНА","ЕНА",,"ЕНА",15203,"Россия"
"ЕНИСЕЙ","ЕНИСЕЙ",,"ЕНИСЕЙ",891401,"Россия"
"ЕНИСЕЙ-ПЕРЕВАЛКА","ЕНИСЕЙ-ПЕРЕВАЛКА",,"ЕНИСЕЙ-ПЕРЕВАЛКА",891505,"Россия"
"ЕРБИНСКАЯ","ЕРБИНСКАЯ",,"ЕРБИНСКАЯ",885805,"Россия"
"ЕРГАЧ","ЕРГАЧ",,"ЕРГАЧ",763608,"Россия"
"ЕРЕМКОВО","ЕРЕМКОВО",,"ЕРЕМКОВО",52202,"Россия"
"ЕРЗОВКА","ЕРЗОВКА",,"ЕРЗОВКА",787000,"Россия"
"ЕРМИЛОВО","ЕРМИЛОВО",,"ЕРМИЛОВО",20201,"Россия"
"ЕРМОЛАЕВО","ЕРМОЛАЕВО",,"ЕРМОЛАЕВО",653501,"Россия"
"ЕРМОЛИНО","ЕРМОЛИНО",,"ЕРМОЛИНО",316302,"Россия"
"ЕРОПКИНО","ЕРОПКИНО",,"ЕРОПКИНО",216706,"Россия"
"ЕРОФЕЙ ПАВЛОВИЧ","ЕРОФЕЙ ПАВЛОВИЧ",,"ЕРОФЕЙ ПАВЛОВИЧ",951208,"Россия"
"ЕРУНАКОВО","ЕРУНАКОВО",,"ЕРУНАКОВО",863007,"Россия"
"ЕРЦЕВО","ЕРЦЕВО",,"ЕРЦЕВО",292907,"Россия"
"ЕРШОВ","ЕРШОВ",,"ЕРШОВ",627206,"Россия"
"ЕССАУЛЬСКАЯ","ЕССАУЛЬСКАЯ",,"ЕССАУЛЬСКАЯ",803203,"Россия"
"ЕССЕНТУКИ","ЕССЕНТУКИ",,"ЕССЕНТУКИ",532307,"Россия"
"ЕФИМОВСКАЯ","ЕФИМОВСКАЯ",,"ЕФИМОВСКАЯ",47007,"Россия"
"ЕФРЕМОВ","ЕФРЕМОВ",,"ЕФРЕМОВ",225300,"Россия"
"ЕФРЕМОВСКАЯ","ЕФРЕМОВСКАЯ",,"ЕФРЕМОВСКАЯ",856408,"Россия"
"ЕФРЕМОВСКАЯ","ЕФРЕМОВСКАЯ",,"ЕФРЕМОВСКАЯ",474900,"Россия"
"ЕЯ","ЕЯ",,"ЕЯ",518009,"Россия"
"ЖАРКОВСКИЙ","ЖАРКОВСКИЙ",,"ЖАРКОВСКИЙ",65005,"Россия"
"ЖАРОВИХА","ЖАРОВИХА",,"ЖАРОВИХА",290901,"Россия"
"ЖАРОВИХА-ПЕРЕВАЛКА","ЖАРОВИХА-ПЕРЕВАЛКА",,"ЖАРОВИХА-ПЕРЕВАЛКА",291800,"Россия"
"ЖАСМИННАЯ","ЖАСМИННАЯ",,"ЖАСМИННАЯ",623600,"Россия"
"ЖАТВА","ЖАТВА",,"ЖАТВА",834606,"Россия"
"ЖДАНКА","ЖДАНКА",,"ЖДАНКА",224609,"Россия"
"ЖЕЛЕЗНОДОРОЖНАЯ","ЖЕЛЕЗНОДОРОЖНАЯ",,"ЖЕЛЕЗНОДОРОЖНАЯ",230402,"Россия"
"ЖЕЛЕЗНОДОРОЖНЫЙ (ЭКСП.)","ЖЕЛЕЗНОДОРОЖНЫЙ (ЭКСП.)",,"ЖЕЛЕЗНОДОРОЖНЫЙ (ЭКСП.)",101108,"Россия"
"ЖЕЛТИКОВО","ЖЕЛТИКОВО",,"ЖЕЛТИКОВО",236502,"Россия"
"ЖЕЛТУХИНО","ЖЕЛТУХИНО",,"ЖЕЛТУХИНО",228101,"Россия"
"ЖЕРДЕВКА","ЖЕРДЕВКА",,"ЖЕРДЕВКА",598501,"Россия"
"ЖЕРЕБЦОВО","ЖЕРЕБЦОВО",,"ЖЕРЕБЦОВО",852002,"Россия"
"ЖЕЧА","ЖЕЧА",,"ЖЕЧА",203301,"Россия"
"ЖИВОДОВКА","ЖИВОДОВКА",,"ЖИВОДОВКА",185300,"Россия"
"ЖИГУЛЕВСК","ЖИГУЛЕВСК",,"ЖИГУЛЕВСК",636703,"Россия"
"ЖИГУЛЕВСКОЕ МОРЕ","ЖИГУЛЕВСКОЕ МОРЕ",,"ЖИГУЛЕВСКОЕ МОРЕ",636807,"Россия"
"ЖИГУЛЕВСКОЕ МОРЕ-ПЕРЕВАЛКА","ЖИГУЛЕВСКОЕ МОРЕ-ПЕРЕВАЛКА",,"ЖИГУЛЕВСКОЕ МОРЕ-ПЕРЕВАЛКА",636900,"Россия"
"ЖИГУЛЕВСКОЕ МОРЕ (ЭКСП.)","ЖИГУЛЕВСКОЕ МОРЕ (ЭКСП.)",,"ЖИГУЛЕВСКОЕ МОРЕ (ЭКСП.)",637000,"Россия"
"ЖИЛЕВО","ЖИЛЕВО",,"ЖИЛЕВО",192200,"Россия"
"ЖИПХЕГЕН","ЖИПХЕГЕН",,"ЖИПХЕГЕН",940805,"Россия"
"ЖИРЕКЕН","ЖИРЕКЕН",,"ЖИРЕКЕН",949509,"Россия"
"ЖИРНОВ","ЖИРНОВ",,"ЖИРНОВ",587901,"Россия"
"ЖИХАРЕВО","ЖИХАРЕВО",,"ЖИХАРЕВО",48404,"Россия"
"ЖУКОВКА","ЖУКОВКА",,"ЖУКОВКА",178504,"Россия"
"ЖУРАВКА","ЖУРАВКА",,"ЖУРАВКА",585906,"Россия"
"ЖУТОВО","ЖУТОВО",,"ЖУТОВО",612501,"Россия"
"ЗАБАЙКАЛЬСК","ЗАБАЙКАЛЬСК",,"ЗАБАЙКАЛЬСК",946801,"Россия"
"ЗАБАЙКАЛЬСК (ЭКСП. ДСВН)","ЗАБАЙКАЛЬСК (ЭКСП. ДСВН)",,"ЗАБАЙКАЛЬСК (ЭКСП. ДСВН)",946905,"Россия"
"ЗАБАЙКАЛЬСК (ЭКСП.ЗЧ)","ЗАБАЙКАЛЬСК (ЭКСП.ЗЧ)",,"ЗАБАЙКАЛЬСК (ЭКСП.ЗЧ)",947109,"Россия"
"ЗАБАЙКАЛЬСК (ЭКСП.КЖД)","ЗАБАЙКАЛЬСК (ЭКСП.КЖД)",,"ЗАБАЙКАЛЬСК (ЭКСП.КЖД)",947005,"Россия"
"ЗАБОЙЩИК","ЗАБОЙЩИК",,"ЗАБОЙЩИК",871802,"Россия"
"ЗАБОРЬЕ","ЗАБОРЬЕ",,"ЗАБОРЬЕ",46700,"Россия"
"ЗАВАРУЙКА","ЗАВАРУЙКА",,"ЗАВАРУЙКА",66205,"Россия"
"ЗАВЕРЕЖЬЕ (ЭКСП.)","ЗАВЕРЕЖЬЕ (ЭКСП.)",,"ЗАВЕРЕЖЬЕ (ЭКСП.)",67405,"Россия"
"ЗАВИДОВО","ЗАВИДОВО",,"ЗАВИДОВО",61305,"Россия"
"ЗАВИТАЯ","ЗАВИТАЯ",,"ЗАВИТАЯ",955603,"Россия"
"ЗАВОДОУКОВСКАЯ","ЗАВОДОУКОВСКАЯ",,"ЗАВОДОУКОВСКАЯ",790906,"Россия"
"ЗАВОДСКАЯ","ЗАВОДСКАЯ",,"ЗАВОДСКАЯ",255908,"Россия"
"ЗАВОЛЖСК","ЗАВОЛЖСК",,"ЗАВОЛЖСК",305806,"Россия"
"ЗАВОЛЖЬЕ","ЗАВОЛЖЬЕ",,"ЗАВОЛЖЬЕ",262009,"Россия"
"ЗАГЛЯДИНО","ЗАГЛЯДИНО",,"ЗАГЛЯДИНО",659508,"Россия"
"ЗАГОРОДНЯЯ","ЗАГОРОДНЯЯ",,"ЗАГОРОДНЯЯ",655206,"Россия"
"ЗАГУСТАЙ","ЗАГУСТАЙ",,"ЗАГУСТАЙ",936208,"Россия"
"ЗАДЕЛЬЕ (РЗД)","ЗАДЕЛЬЕ (РЗД)",,"ЗАДЕЛЬЕ (РЗД)",10604,"Россия"
"ЗАИГРАЕВО","ЗАИГРАЕВО",,"ЗАИГРАЕВО",937802,"Россия"
"ЗАИНСК","ЗАИНСК",,"ЗАИНСК",648109,"Россия"
"ЗАЙЦЕВКА","ЗАЙЦЕВКА",,"ЗАЙЦЕВКА",586106,"Россия"
"ЗАКОЛПЬЕ","ЗАКОЛПЬЕ",,"ЗАКОЛПЬЕ",243008,"Россия"
"ЗАКОРДОННЫЙ (РЗД)(ЭКСП.)","ЗАКОРДОННЫЙ (РЗД)(ЭКСП.)",,"ЗАКОРДОННЫЙ (РЗД)(ЭКСП.)",511902,"Россия"
"ЗАЛАРИ","ЗАЛАРИ",,"ЗАЛАРИ",930409,"Россия"
"ЗАЛЕГОЩЬ","ЗАЛЕГОЩЬ",,"ЗАЛЕГОЩЬ",217605,"Россия"
"ЗАМЗОР","ЗАМЗОР",,"ЗАМЗОР",920905,"Россия"
"ЗАМЧАЛОВО","ЗАМЧАЛОВО",,"ЗАМЧАЛОВО",580300,"Россия"
"ЗАНЕВСКИЙ ПОСТ","ЗАНЕВСКИЙ ПОСТ",,"ЗАНЕВСКИЙ ПОСТ",36905,"Россия"
"ЗАНЕВСКИЙ ПОСТ (ЭКСП.)","ЗАНЕВСКИЙ ПОСТ (ЭКСП.)",,"ЗАНЕВСКИЙ ПОСТ (ЭКСП.)",37202,"Россия"
"ЗАОЗЕРНАЯ","ЗАОЗЕРНАЯ",,"ЗАОЗЕРНАЯ",893106,"Россия"
"ЗАОЗЕРНОЕ-САХАЛИНСКОЕ","ЗАОЗЕРНОЕ-САХАЛИНСКОЕ",,"ЗАОЗЕРНОЕ-САХАЛИНСКОЕ",995403,"Россия"
"ЗАПАДНАЯ ДВИНА","ЗАПАДНАЯ ДВИНА",,"ЗАПАДНАЯ ДВИНА",65306,"Россия"
"ЗАПАДНЫЙ-НОВЫЙ","ЗАПАДНЫЙ-НОВЫЙ",,"ЗАПАДНЫЙ-НОВЫЙ",102901,"Россия"
"ЗАПАДНЫЙ-НОВЫЙ (ЭКСП.)","ЗАПАДНЫЙ-НОВЫЙ (ЭКСП.)",,"ЗАПАДНЫЙ-НОВЫЙ (ЭКСП.)",103300,"Россия"
"ЗАПОЛЯРНАЯ","ЗАПОЛЯРНАЯ",,"ЗАПОЛЯРНАЯ",18108,"Россия"
"ЗАПСКОВЬЕ","ЗАПСКОВЬЕ",,"ЗАПСКОВЬЕ",70107,"Россия"
"ЗАРАЙСК","ЗАРАЙСК",,"ЗАРАЙСК",234301,"Россия"
"ЗАРЕЧНАЯ","ЗАРЕЧНАЯ",,"ЗАРЕЧНАЯ",510702,"Россия"
"ЗАРЕЧНАЯ (ЭКСП.)","ЗАРЕЧНАЯ (ЭКСП.)",,"ЗАРЕЧНАЯ (ЭКСП.)",515301,"Россия"
"ЗАРИНСКАЯ","ЗАРИНСКАЯ",,"ЗАРИНСКАЯ",841402,"Россия"
"ЗАСТРУГ","ЗАСТРУГ",,"ЗАСТРУГ",254002,"Россия"
"ЗАУДИНСКИЙ","ЗАУДИНСКИЙ",,"ЗАУДИНСКИЙ",935703,"Россия"
"ЗАУРАЛЬЕ","ЗАУРАЛЬЕ",,"ЗАУРАЛЬЕ",827208,"Россия"
"ЗАУРАЛЬЕ(эксп.)","ЗАУРАЛЬЕ(эксп.)",,"ЗАУРАЛЬЕ(эксп.)",827301,"Россия"
"ЗАЯЧЬЯ ГОРКА","ЗАЯЧЬЯ ГОРКА",,"ЗАЯЧЬЯ ГОРКА",769407,"Россия"
"ЗБРОДОВО","ЗБРОДОВО",,"ЗБРОДОВО",212705,"Россия"
"ЗВЕЗДНАЯ","ЗВЕЗДНАЯ",,"ЗВЕЗДНАЯ",902201,"Россия"
"ЗВЕНИГОРОД","ЗВЕНИГОРОД",,"ЗВЕНИГОРОД",182406,"Россия"
"ЗВЕНЬЕВОЙ","ЗВЕНЬЕВОЙ",,"ЗВЕНЬЕВОЙ",972308,"Россия"
"ЗВЕРЕВО","ЗВЕРЕВО",,"ЗВЕРЕВО",512002,"Россия"
"ЗВЕРЕВСКАЯ","ЗВЕРЕВСКАЯ",,"ЗВЕРЕВСКАЯ",588904,"Россия"
"ЗЕБЛЯКИ","ЗЕБЛЯКИ",,"ЗЕБЛЯКИ",307708,"Россия"
"ЗЕЛЕДЕЕВО","ЗЕЛЕДЕЕВО",,"ЗЕЛЕДЕЕВО",890606,"Россия"
"ЗЕЛЕНОГОРСК","ЗЕЛЕНОГОРСК",,"ЗЕЛЕНОГОРСК",39301,"Россия"
"ЗЕЛЕНОГРАДСК-НОВЫЙ","ЗЕЛЕНОГРАДСК-НОВЫЙ",,"ЗЕЛЕНОГРАДСК-НОВЫЙ",104002,"Россия"
"ЗЕЛЕНОКУМСК","ЗЕЛЕНОКУМСК",,"ЗЕЛЕНОКУМСК",536702,"Россия"
"ЗЕЛЕНЧУК","ЗЕЛЕНЧУК",,"ЗЕЛЕНЧУК",530706,"Россия"
"ЗЕЛЕНЫЙ БОР","ЗЕЛЕНЫЙ БОР",,"ЗЕЛЕНЫЙ БОР",235105,"Россия"
"ЗЕЛЕНЫЙ ДОЛ","ЗЕЛЕНЫЙ ДОЛ",,"ЗЕЛЕНЫЙ ДОЛ",251201,"Россия"
"ЗЕЛЕЦИНО","ЗЕЛЕЦИНО",,"ЗЕЛЕЦИНО",269601,"Россия"
"ЗЕМЕТЧИНО","ЗЕМЕТЧИНО",,"ЗЕМЕТЧИНО",632505,"Россия"
"ЗЕНЗЕВАТКА","ЗЕНЗЕВАТКА",,"ЗЕНЗЕВАТКА",622804,"Россия"
"ЗЕНЗЕЛИ","ЗЕНЗЕЛИ",,"ЗЕНЗЕЛИ",541700,"Россия"
"ЗЕНЗЕЛИ (ЭКСП.)","ЗЕНЗЕЛИ (ЭКСП.)",,"ЗЕНЗЕЛИ (ЭКСП.)",615707,"Россия"
"ЗЕНЬКОВО","ЗЕНЬКОВО",,"ЗЕНЬКОВО",864002,"Россия"
"ЗЕРНОГРАД","ЗЕРНОГРАД",,"ЗЕРНОГРАД",517307,"Россия"
"ЗЕРЦАЛЫ","ЗЕРЦАЛЫ",,"ЗЕРЦАЛЫ",881005,"Россия"
"ЗИЛОВО","ЗИЛОВО",,"ЗИЛОВО",949602,"Россия"
"ЗИМА","ЗИМА",,"ЗИМА",923104,"Россия"
"ЗИМОВНИКИ","ЗИМОВНИКИ",,"ЗИМОВНИКИ",519209,"Россия"
"ЗИМОВЬЕ","ЗИМОВЬЕ",,"ЗИМОВЬЕ",917902,"Россия"
"ЗЛАТОУСТ","ЗЛАТОУСТ",,"ЗЛАТОУСТ",806201,"Россия"
"ЗЛОБИНО","ЗЛОБИНО",,"ЗЛОБИНО",891806,"Россия"
"ЗЛОБИНО-ПЕРЕВАЛКА","ЗЛОБИНО-ПЕРЕВАЛКА",,"ЗЛОБИНО-ПЕРЕВАЛКА",891909,"Россия"
"ЗЛЫНКА","ЗЛЫНКА",,"ЗЛЫНКА",202309,"Россия"
"ЗЛЫНКА (ЭКСП.)","ЗЛЫНКА (ЭКСП.)",,"ЗЛЫНКА (ЭКСП.)",201202,"Россия"
"ЗМИЕВКА","ЗМИЕВКА",,"ЗМИЕВКА",216800,"Россия"
"ЗНАМЕНСК","ЗНАМЕНСК",,"ЗНАМЕНСК",101706,"Россия"
"ЗОЛОТАЯ СОПКА","ЗОЛОТАЯ СОПКА",,"ЗОЛОТАЯ СОПКА",803701,"Россия"
"ЗОЛОТАЯ СОПКА (ЭКСП.) (РОССИЯ)","ЗОЛОТАЯ СОПКА (ЭКСП.) (РОССИЯ)",,"ЗОЛОТАЯ СОПКА (ЭКСП.) (РОССИЯ)",803805,"Россия"
"ЗОЛОТАЯ СТЕПЬ","ЗОЛОТАЯ СТЕПЬ",,"ЗОЛОТАЯ СТЕПЬ",626107,"Россия"
"ЗОЛОТИНКА","ЗОЛОТИНКА",,"ЗОЛОТИНКА",911304,"Россия"
"ЗОЛОТУХИНО","ЗОЛОТУХИНО",,"ЗОЛОТУХИНО",217304,"Россия"
"ЗОЛЬСКИЙ","ЗОЛЬСКИЙ",,"ЗОЛЬСКИЙ",537207,"Россия"
"ЗОНАЛЬНЫЙ","ЗОНАЛЬНЫЙ",,"ЗОНАЛЬНЫЙ",843003,"Россия"
"ЗОРИНСКИЙ","ЗОРИНСКИЙ",,"ЗОРИНСКИЙ",623703,"Россия"
"ЗУБКОВО","ЗУБКОВО",,"ЗУБКОВО",835905,"Россия"
"ЗУБОВА ПОЛЯНА","ЗУБОВА ПОЛЯНА",,"ЗУБОВА ПОЛЯНА",640408,"Россия"
"ЗУБЦОВ","ЗУБЦОВ",,"ЗУБЦОВ",63508,"Россия"
"ЗУЕВКА","ЗУЕВКА",,"ЗУЕВКА",274006,"Россия"
"ЗУЙ","ЗУЙ",,"ЗУЙ",932404,"Россия"
"ЗЫРЯНКА","ЗЫРЯНКА",,"ЗЫРЯНКА",829006,"Россия"
"Зыряновский (РЗД.)","Зыряновский (РЗД.)",,"Зыряновский (РЗД.)",786609,"Россия"
"ЗЮРЗЯ","ЗЮРЗЯ",,"ЗЮРЗЯ",259006,"Россия"
"ИБРЕСИ","ИБРЕСИ",,"ИБРЕСИ",248001,"Россия"
"ИВА","ИВА",,"ИВА",771708,"Россия"
"ИВАКША","ИВАКША",,"ИВАКША",294207,"Россия"
"ИВАНГОРОД-НАРВСКИЙ","ИВАНГОРОД-НАРВСКИЙ",,"ИВАНГОРОД-НАРВСКИЙ",73302,"Россия"
"ИВАНГОРОД-НАРВСКИЙ (ЭКСП.)","ИВАНГОРОД-НАРВСКИЙ (ЭКСП.)",,"ИВАНГОРОД-НАРВСКИЙ (ЭКСП.)",76003,"Россия"
"ИВАНОВО","ИВАНОВО",,"ИВАНОВО",318505,"Россия"
"ИВАНОВО-СОРТИРОВОЧНОЕ","ИВАНОВО-СОРТИРОВОЧНОЕ",,"ИВАНОВО-СОРТИРОВОЧНОЕ",318609,"Россия"
"ИВАНОВСКИЙ","ИВАНОВСКИЙ",,"ИВАНОВСКИЙ",620601,"Россия"
"ИВАНТЕЕВКА","ИВАНТЕЕВКА",,"ИВАНТЕЕВКА",235209,"Россия"
"ИВАШЕВО","ИВАШЕВО",,"ИВАШЕВО",305702,"Россия"
"ИВДЕЛЬ 1","ИВДЕЛЬ 1",,"ИВДЕЛЬ 1",777102,"Россия"
"ИВНЯ","ИВНЯ",,"ИВНЯ",435802,"Россия"
"ИГИРМА","ИГИРМА",,"ИГИРМА",926102,"Россия"
"ИГЛИНО","ИГЛИНО",,"ИГЛИНО",655403,"Россия"
"ИГОРЕВСКАЯ","ИГОРЕВСКАЯ",,"ИГОРЕВСКАЯ",173002,"Россия"
"ИГОТИНО","ИГОТИНО",,"ИГОТИНО",267604,"Россия"
"ИГРА","ИГРА",,"ИГРА",277409,"Россия"
"ИГУМНОВО","ИГУМНОВО",,"ИГУМНОВО",264803,"Россия"
"ИДЕЛЬ","ИДЕЛЬ",,"ИДЕЛЬ",12101,"Россия"
"ИДРИЦА","ИДРИЦА",,"ИДРИЦА",66309,"Россия"
"ИЖЕВСК","ИЖЕВСК",,"ИЖЕВСК",255409,"Россия"
"ИЖМОРСКАЯ","ИЖМОРСКАЯ",,"ИЖМОРСКАЯ",876308,"Россия"
"ИЖОРЫ","ИЖОРЫ",,"ИЖОРЫ",30805,"Россия"
"ИЗБЕРБАШ","ИЗБЕРБАШ",,"ИЗБЕРБАШ",543903,"Россия"
"ИЗБЕРДЕЙ","ИЗБЕРДЕЙ",,"ИЗБЕРДЕЙ",600307,"Россия"
"ИЗВЕСТКОВАЯ","ИЗВЕСТКОВАЯ",,"ИЗВЕСТКОВАЯ",961604,"Россия"
"ИЗВЕСТКОВЫЙ ЗАВОД","ИЗВЕСТКОВЫЙ ЗАВОД",,"ИЗВЕСТКОВЫЙ ЗАВОД",962202,"Россия"
"ИЗВЕСТЬ","ИЗВЕСТЬ",,"ИЗВЕСТЬ",222500,"Россия"
"ИЗДЕШКОВО","ИЗДЕШКОВО",,"ИЗДЕШКОВО",173407,"Россия"
"ИЗМАЛКОВО","ИЗМАЛКОВО",,"ИЗМАЛКОВО",218101,"Россия"
"ИЗНОСКИ","ИЗНОСКИ",,"ИЗНОСКИ",189509,"Россия"
"ИЗОБИЛЬНАЯ","ИЗОБИЛЬНАЯ",,"ИЗОБИЛЬНАЯ",526700,"Россия"
"ИЗЫКАН","ИЗЫКАН",,"ИЗЫКАН",924003,"Россия"
"ИЗЫНСКИЙ","ИЗЫНСКИЙ",,"ИЗЫНСКИЙ",853804,"Россия"
"ИКАБЬЯ","ИКАБЬЯ",,"ИКАБЬЯ",904508,"Россия"
"ИКОВКА","ИКОВКА",,"ИКОВКА",828200,"Россия"
"ИКОРЕЦ","ИКОРЕЦ",,"ИКОРЕЦ",582503,"Россия"
"ИКША","ИКША",,"ИКША",238103,"Россия"
"ИЛАНКА","ИЛАНКА",,"ИЛАНКА",893604,"Россия"
"ИЛАНСКАЯ","ИЛАНСКАЯ",,"ИЛАНСКАЯ",893708,"Россия"
"ИЛЕЗА","ИЛЕЗА",,"ИЛЕЗА",298301,"Россия"
"ИЛЕК-ПЕНЬКОВКА (ЭКСП.)","ИЛЕК-ПЕНЬКОВКА (ЭКСП.)",,"ИЛЕК-ПЕНЬКОВКА (ЭКСП.)",436608,"Россия"
"ИЛИМ","ИЛИМ",,"ИЛИМ",783508,"Россия"
"ИЛОВЛЯ 1","ИЛОВЛЯ 1",,"ИЛОВЛЯ 1",614206,"Россия"
"ИЛЬИНО","ИЛЬИНО",,"ИЛЬИНО",264108,"Россия"
"ИЛЬИНСК-САХАЛИНСКИЙ","ИЛЬИНСК-САХАЛИНСКИЙ",,"ИЛЬИНСК-САХАЛИНСКИЙ",994805,"Россия"
"ИЛЬКА","ИЛЬКА",,"ИЛЬКА",938006,"Россия"
"ИЛЬМЕНЬ","ИЛЬМЕНЬ",,"ИЛЬМЕНЬ",622005,"Россия"
"ИЛЬСКАЯ","ИЛЬСКАЯ",,"ИЛЬСКАЯ",523806,"Россия"
"ИМАТОЗЕРО","ИМАТОЗЕРО",,"ИМАТОЗЕРО",25603,"Россия"
"ИМ.ГЕНЕРАЛА МИЛЬКО (РЗД)","ИМ.ГЕНЕРАЛА МИЛЬКО (РЗД)",,"ИМ.ГЕНЕРАЛА МИЛЬКО (РЗД)",913009,"Россия"
"ИМ.МАКСИМА ГОРЬКОГО","ИМ.МАКСИМА ГОРЬКОГО",,"ИМ.МАКСИМА ГОРЬКОГО",611000,"Россия"
"ИН","ИН",,"ИН",963402,"Россия"
"ИНГАШСКАЯ","ИНГАШСКАЯ",,"ИНГАШСКАЯ",893905,"Россия"
"ИНЖАВИНО","ИНЖАВИНО",,"ИНЖАВИНО",602707,"Россия"
"ИНЗА","ИНЗА",,"ИНЗА",642102,"Россия"
"ИНЗЕР","ИНЗЕР",,"ИНЗЕР",654006,"Россия"
"ИНКЕРМАН 1","ИНКЕРМАН 1",,"ИНКЕРМАН 1",473202,"Россия"
"ИНКЕРМАН 1","ИНКЕРМАН 1",,"ИНКЕРМАН 1",858009,"Россия"
"ИНКЕРМАН 1 (ЭКСП.)","ИНКЕРМАН 1 (ЭКСП.)",,"ИНКЕРМАН I (ЭКСП.)",478403,"Россия"
"ИНКЕРМАН 1 (ЭКСП.)","ИНКЕРМАН 1 (ЭКСП.)",,"ИНКЕРМАН I (ЭКСП.)",858102,"Россия"
"ИНКЕРМАН 2","ИНКЕРМАН 2",,"ИНКЕРМАН 2",858206,"Россия"
"ИНКЕРМАН 2","ИНКЕРМАН 2",,"ИНКЕРМАН 2",473109,"Россия"
"ИНОКОВКА","ИНОКОВКА",,"ИНОКОВКА",602503,"Россия"
"ИНСКАЯ","ИНСКАЯ",,"ИНСКАЯ",850007,"Россия"
"ИНТА 2","ИНТА 2",,"ИНТА 2",288704,"Россия"
"ИНТА I","ИНТА I",,"ИНТА I",288600,"Россия"
"ИНЧХЕ","ИНЧХЕ",,"ИНЧХЕ",544003,"Россия"
"ИНЯ-ВОСТОЧНАЯ","ИНЯ-ВОСТОЧНАЯ",,"ИНЯ-ВОСТОЧНАЯ",851601,"Россия"
"ИОССЕР","ИОССЕР",,"ИОССЕР",285000,"Россия"
"ИПАТОВО","ИПАТОВО",,"ИПАТОВО",528301,"Россия"
"ИПУТЬ","ИПУТЬ",,"ИПУТЬ",203000,"Россия"
"ИРАЕЛЬ","ИРАЕЛЬ",,"ИРАЕЛЬ",287102,"Россия"
"ИРБЕЙСКАЯ","ИРБЕЙСКАЯ",,"ИРБЕЙСКАЯ",889308,"Россия"
"ИРБИТ","ИРБИТ",,"ИРБИТ",787804,"Россия"
"ИРГИЗ","ИРГИЗ",,"ИРГИЗ",625304,"Россия"
"ИРЕНСКИЙ","ИРЕНСКИЙ",,"ИРЕНСКИЙ",763504,"Россия"
"ИРКУТСК-ПАССАЖИРСКИЙ","ИРКУТСК-ПАССАЖИРСКИЙ",,"ИРКУТСК-ПАССАЖИРСКИЙ",930108,"Россия"
