"NAME","NAME_ORIG","NAME_ENG","NAME_EXTRA","CODE","COUNTRY"
"ЛОКОМОТИВСТРОЙ","ЛОКОМОТИВСТРОЙ",,"ЛОКОМОТИВСТРОЙ",513306,"Россия"
"ЛОКОТЬ (ЭКСП. НА МАЛИНОВОЕ ОЗЕРО)","ЛОКОТЬ (ЭКСП. НА МАЛИНОВОЕ ОЗЕРО)",,"ЛОКОТЬ (ЭКСП. НА МАЛИНОВОЕ ОЗЕРО)",845306,"Россия"
"ЛОКОТЬ (ЭКСП. НА РУБЦОВСК) (РОССИЯ)","ЛОКОТЬ (ЭКСП. НА РУБЦОВСК) (РОССИЯ)",,"ЛОКОТЬ (ЭКСП. НА РУБЦОВСК) (РОССИЯ)",843304,"Россия"
"ЛОМ","ЛОМ",,"ЛОМ",312509,"Россия"
"ЛОМОВАТКА","ЛОМОВАТКА",,"ЛОМОВАТКА",299003,"Россия"
"ЛОМОВОЕ","ЛОМОВОЕ",,"ЛОМОВОЕ",295303,"Россия"
"ЛОПАРЕВО","ЛОПАРЕВО",,"ЛОПАРЕВО",306207,"Россия"
"ЛОПУХОВКА","ЛОПУХОВКА",,"ЛОПУХОВКА",608900,"Россия"
"ЛОПЧА","ЛОПЧА",,"ЛОПЧА",909003,"Россия"
"ЛОСИНООСТРОВСКАЯ","ЛОСИНООСТРОВСКАЯ",,"ЛОСИНООСТРОВСКАЯ",195406,"Россия"
"ЛОСТА","ЛОСТА",,"ЛОСТА",300003,"Россия"
"ЛОУХИ","ЛОУХИ",,"ЛОУХИ",13801,"Россия"
"ЛОЩИННАЯ","ЛОЩИННАЯ",,"ЛОЩИННАЯ",655102,"Россия"
"ЛУГА 1","ЛУГА 1",,"ЛУГА 1",72009,"Россия"
"ЛУГОВОЕ-НОВОЕ","ЛУГОВОЕ-НОВОЕ",,"ЛУГОВОЕ-НОВОЕ",102100,"Россия"
"ЛУЖКИ-ОРЛОВСКИЕ","ЛУЖКИ-ОРЛОВСКИЕ",,"ЛУЖКИ-ОРЛОВСКИЕ",205608,"Россия"
"ЛУЖКОВСКАЯ","ЛУЖКОВСКАЯ",,"ЛУЖКОВСКАЯ",228309,"Россия"
"ЛУЖСКАЯ","ЛУЖСКАЯ",,"ЛУЖСКАЯ",76300,"Россия"
"ЛУЖСКАЯ (ПАРОМ)","ЛУЖСКАЯ (ПАРОМ)",,"ЛУЖСКАЯ (ПАРОМ)",76601,"Россия"
"ЛУЖСКАЯ (ПАРОМ ЭКСП.)","ЛУЖСКАЯ (ПАРОМ ЭКСП.)",,"ЛУЖСКАЯ (ПАРОМ ЭКСП.)",76705,"Россия"
"ЛУЖСКАЯ (ПАРОМ ЭКСП. В ПОРТЫ ТРЕТЬИХ СТ)","ЛУЖСКАЯ (ПАРОМ ЭКСП. В ПОРТЫ ТРЕТЬИХ СТ)",,"ЛУЖСКАЯ (ПАРОМ ЭКСП. В ПОРТЫ ТРЕТЬИХ СТ)",76809,"Россия"
"ЛУЖСКАЯ (ПЕРЕВАЛКА)","ЛУЖСКАЯ (ПЕРЕВАЛКА)",,"ЛУЖСКАЯ (ПЕРЕВАЛКА)",76508,"Россия"
"ЛУЖСКАЯ (ЭКСП.)","ЛУЖСКАЯ (ЭКСП.)",,"ЛУЖСКАЯ (ЭКСП.)",76404,"Россия"
"ЛУЗА","ЛУЗА",,"ЛУЗА",273107,"Россия"
"ЛУКАШЕВКА","ЛУКАШЕВКА",,"ЛУКАШЕВКА",207904,"Россия"
"ЛУКИНО","ЛУКИНО",,"ЛУКИНО",197100,"Россия"
"ЛУКОВЕЦКИЙ","ЛУКОВЕЦКИЙ",,"ЛУКОВЕЦКИЙ",291105,"Россия"
"ЛУКОВСКИЙ","ЛУКОВСКИЙ",,"ЛУКОВСКИЙ",539202,"Россия"
"ЛУКОЯНОВ","ЛУКОЯНОВ",,"ЛУКОЯНОВ",246307,"Россия"
"ЛУМБИР (РЗД)","ЛУМБИР (РЗД)",,"ЛУМБИР (РЗД)",909501,"Россия"
"ЛУНГАЧИ","ЛУНГАЧИ",,"ЛУНГАЧИ",48705,"Россия"
"ЛУНДАНКА","ЛУНДАНКА",,"ЛУНДАНКА",273003,"Россия"
"ЛУНИНО","ЛУНИНО",,"ЛУНИНО",630707,"Россия"
"ЛУОСТАРИ","ЛУОСТАРИ",,"ЛУОСТАРИ",17904,"Россия"
"ЛУТОШКИНО","ЛУТОШКИНО",,"ЛУТОШКИНО",594801,"Россия"
"ЛУХОВИЦЫ","ЛУХОВИЦЫ",,"ЛУХОВИЦЫ",234206,"Россия"
"ЛУЧЕГОРСК","ЛУЧЕГОРСК",,"ЛУЧЕГОРСК",972505,"Россия"
"ЛУЧКИ","ЛУЧКИ",,"ЛУЧКИ",975109,"Россия"
"ЛЫСЫЕ ГОРЫ","ЛЫСЫЕ ГОРЫ",,"ЛЫСЫЕ ГОРЫ",609000,"Россия"
"ЛЫСЬВА","ЛЫСЬВА",,"ЛЫСЬВА",784208,"Россия"
"ЛЫЧКОВО","ЛЫЧКОВО",,"ЛЫЧКОВО",55802,"Россия"
"ЛЬГОВ-КИЕВСКИЙ","ЛЬГОВ-КИЕВСКИЙ",,"ЛЬГОВ-КИЕВСКИЙ",206206,"Россия"
"ЛЬНЯНАЯ","ЛЬНЯНАЯ",,"ЛЬНЯНАЯ",64021,"Россия"
"ЛЮБАНЬ","ЛЮБАНЬ",,"ЛЮБАНЬ",42408,"Россия"
"ЛЮБЕРЦЫ 1","ЛЮБЕРЦЫ 1",,"ЛЮБЕРЦЫ 1",194206,"Россия"
"ЛЮБЕРЦЫ 2","ЛЮБЕРЦЫ 2",,"ЛЮБЕРЦЫ 2",194300,"Россия"
"ЛЮБИМ","ЛЮБИМ",,"ЛЮБИМ",304305,"Россия"
"ЛЮБИНСКАЯ","ЛЮБИНСКАЯ",,"ЛЮБИНСКАЯ",831805,"Россия"
"ЛЮБЛИНО-СОРТИРОВОЧНОЕ","ЛЮБЛИНО-СОРТИРОВОЧНОЕ",,"ЛЮБЛИНО-СОРТИРОВОЧНОЕ",190008,"Россия"
"ЛЮБОВКА","ЛЮБОВКА",,"ЛЮБОВКА",834700,"Россия"
"ЛЮБОХНА","ЛЮБОХНА",,"ЛЮБОХНА",201005,"Россия"
"ЛЮДИНОВО 1","ЛЮДИНОВО 1",,"ЛЮДИНОВО 1",186801,"Россия"
"ЛЮДИНОВО 2","ЛЮДИНОВО 2",,"ЛЮДИНОВО 2",186905,"Россия"
"ЛЮКШУДЬЯ","ЛЮКШУДЬЯ",,"ЛЮКШУДЬЯ",276904,"Россия"
"ЛЮТОВО","ЛЮТОВО",,"ЛЮТОВО",315301,"Россия"
"ЛЯДЫ","ЛЯДЫ",,"ЛЯДЫ",765406,"Россия"
"ЛЯЛЯ","ЛЯЛЯ",,"ЛЯЛЯ",774104,"Россия"
"ЛЯМИНО","ЛЯМИНО",,"ЛЯМИНО",766201,"Россия"
"ЛЯНГАСОВО","ЛЯНГАСОВО",,"ЛЯНГАСОВО",270005,"Россия"
"ЛЯПИЧЕВ","ЛЯПИЧЕВ",,"ЛЯПИЧЕВ",615302,"Россия"
"ЛЯСКЕЛЯ","ЛЯСКЕЛЯ",,"ЛЯСКЕЛЯ",25008,"Россия"
"МАВРИНСКИЙ (РЗД)","МАВРИНСКИЙ (РЗД)",,"МАВРИНСКИЙ (РЗД)",919503,"Россия"
"МАГДАГАЧИ","МАГДАГАЧИ",,"МАГДАГАЧИ",952501,"Россия"
"МАГНАЙ","МАГНАЙ",,"МАГНАЙ",803608,"Россия"
"МАГНИТОГОРСК-ГРУЗОВОЙ","МАГНИТОГОРСК-ГРУЗОВОЙ",,"МАГНИТОГОРСК-ГРУЗОВОЙ",817600,"Россия"
"МАДАЛАН","МАДАЛАН",,"МАДАЛАН",951405,"Россия"
"МАДМАС","МАДМАС",,"МАДМАС",281902,"Россия"
"МАЙКОП","МАЙКОП",,"МАЙКОП",534800,"Россия"
"МАЙНА","МАЙНА",,"МАЙНА",643707,"Россия"
"МАКАРОВ","МАКАРОВ",,"МАКАРОВ",995507,"Россия"
"МАКАРЬЕВО","МАКАРЬЕВО",,"МАКАРЬЕВО",931007,"Россия"
"МАКАРЬЕВО-ПЕРЕВАЛКА","МАКАРЬЕВО-ПЕРЕВАЛКА",,"МАКАРЬЕВО-ПЕРЕВАЛКА",931100,"Россия"
"МАКЕЕВО-МОСКОВСКОЕ","МАКЕЕВО-МОСКОВСКОЕ",,"МАКЕЕВО-МОСКОВСКОЕ",229104,"Россия"
"МАККАВЕЕВО","МАККАВЕЕВО",,"МАККАВЕЕВО",942800,"Россия"
"МАКЛЕЦ","МАКЛЕЦ",,"МАКЛЕЦ",226500,"Россия"
"МАКСАТИХА","МАКСАТИХА",,"МАКСАТИХА",51905,"Россия"
"МАКУШИНО","МАКУШИНО",,"МАКУШИНО",826600,"Россия"
"МАЛАХОВСКАЯ","МАЛАХОВСКАЯ",,"МАЛАХОВСКАЯ",315808,"Россия"
"МАЛАЯ АНДРЕЕВКА","МАЛАЯ АНДРЕЕВКА",,"МАЛАЯ АНДРЕЕВКА",225207,"Россия"
"МАЛАЯ ВИШЕРА","МАЛАЯ ВИШЕРА",,"МАЛАЯ ВИШЕРА",41602,"Россия"
"МАЛАЯ КЕТЬ (РЗД)","МАЛАЯ КЕТЬ (РЗД)",,"МАЛАЯ КЕТЬ (РЗД)",881908,"Россия"
"МАЛАЯ ПЕРА","МАЛАЯ ПЕРА",,"МАЛАЯ ПЕРА",287006,"Россия"
"МАЛИНОВКА","МАЛИНОВКА",,"МАЛИНОВКА",865208,"Россия"
"МАЛИНОВОЕ ОЗЕРО","МАЛИНОВОЕ ОЗЕРО",,"МАЛИНОВОЕ ОЗЕРО",845102,"Россия"
"МАЛИНОВ ЯР","МАЛИНОВ ЯР",,"МАЛИНОВ ЯР",436504,"Россия"
"МАЛОАРХАНГЕЛЬСК","МАЛОАРХАНГЕЛЬСК",,"МАЛОАРХАНГЕЛЬСК",217003,"Россия"
"МАЛОРЕФТИНСКАЯ","МАЛОРЕФТИНСКАЯ",,"МАЛОРЕФТИНСКАЯ",784303,"Россия"
"МАЛОРОССИЙСКАЯ","МАЛОРОССИЙСКАЯ",,"МАЛОРОССИЙСКАЯ",520308,"Россия"
"МАЛОШУЙКА","МАЛОШУЙКА",,"МАЛОШУЙКА",295801,"Россия"
"МАЛОЯРОСЛАВЕЦ","МАЛОЯРОСЛАВЕЦ",,"МАЛОЯРОСЛАВЕЦ",183907,"Россия"
"МАЛУКСА","МАЛУКСА",,"МАЛУКСА",45800,"Россия"
"МАЛЫШЕВО","МАЛЫШЕВО",,"МАЛЫШЕВО",52005,"Россия"
"МАЛЬТА","МАЛЬТА",,"МАЛЬТА",931702,"Россия"
"МАЛЬЧЕВСКАЯ","МАЛЬЧЕВСКАЯ",,"МАЛЬЧЕВСКАЯ",586400,"Россия"
"МАЛЬЧИКИ","МАЛЬЧИКИ",,"МАЛЬЧИКИ",194403,"Россия"
"МАМЕД-КАЛА","МАМЕД-КАЛА",,"МАМЕД-КАЛА",544304,"Россия"
"МАМЛЮТКА","МАМЛЮТКА",,"МАМЛЮТКА",826205,"Россия"
"МАМОНОВО","МАМОНОВО",,"МАМОНОВО",102702,"Россия"
"МАМОНОВО (ЭКСП.)","МАМОНОВО (ЭКСП.)",,"МАМОНОВО (ЭКСП.)",102806,"Россия"
"МАНА","МАНА",,"МАНА",888907,"Россия"
"МАНАС","МАНАС",,"МАНАС",543706,"Россия"
"МАНИХИНО 1","МАНИХИНО 1",,"МАНИХИНО 1",197007,"Россия"
"МАНТУРОВО","МАНТУРОВО",,"МАНТУРОВО",307106,"Россия"
"МАНУШКИНО","МАНУШКИНО",,"МАНУШКИНО",30504,"Россия"
"МАРАДЫКОВСКИЙ","МАРАДЫКОВСКИЙ",,"МАРАДЫКОВСКИЙ",268202,"Россия"
"МАРАМЗИНО","МАРАМЗИНО",,"МАРАМЗИНО",794709,"Россия"
"МАРГУЦЕК","МАРГУЦЕК",,"МАРГУЦЕК",945809,"Россия"
"МАРЕВАЯ","МАРЕВАЯ",,"МАРЕВАЯ",911709,"Россия"
"МАРИАНОВКА","МАРИАНОВКА",,"МАРИАНОВКА",832403,"Россия"
"МАРИИНСК","МАРИИНСК",,"МАРИИНСК",880106,"Россия"
"МАРК","МАРК",,"МАРК",237806,"Россия"
"МАРМЫЖИ","МАРМЫЖИ",,"МАРМЫЖИ",209308,"Россия"
"МАРСЯТЫ","МАРСЯТЫ",,"МАРСЯТЫ",776608,"Россия"
"МАРЦЕВО","МАРЦЕВО",,"МАРЦЕВО",511404,"Россия"
"МАСЛОВКА","МАСЛОВКА",,"МАСЛОВКА",597208,"Россия"
"МАСЛОВ КУТ","МАСЛОВ КУТ",,"МАСЛОВ КУТ",536806,"Россия"
"МАСЛЯНСКАЯ","МАСЛЯНСКАЯ",,"МАСЛЯНСКАЯ",791805,"Россия"
"МАТАНЦЫ","МАТАНЦЫ",,"МАТАНЦЫ",270908,"Россия"
"МАТАНЦЫ-ПЕРЕВАЛКА","МАТАНЦЫ-ПЕРЕВАЛКА",,"МАТАНЦЫ-ПЕРЕВАЛКА",270503,"Россия"
"МАТВЕЕВ КУРГАН","МАТВЕЕВ КУРГАН",,"МАТВЕЕВ КУРГАН",511103,"Россия"
"МАТКАСЕЛЬКЯ","МАТКАСЕЛЬКЯ",,"МАТКАСЕЛЬКЯ",24005,"Россия"
"МАТЫШЕВО","МАТЫШЕВО",,"МАТЫШЕВО",607005,"Россия"
"МАУК","МАУК",,"МАУК",802304,"Россия"
"МАХАЛИНО","МАХАЛИНО",,"МАХАЛИНО",987407,"Россия"
"МАХАЛИНО (ЭКСП.)","МАХАЛИНО (ЭКСП.)",,"МАХАЛИНО (ЭКСП.)",986404,"Россия"
"МАХАЧКАЛА","МАХАЧКАЛА",,"МАХАЧКАЛА",543301,"Россия"
"МАХАЧКАЛА-ПАРОМ (ЭКСП.)","МАХАЧКАЛА-ПАРОМ (ЭКСП.)",,"МАХАЧКАЛА-ПАРОМ (ЭКСП.)",543602,"Россия"
"МАХАЧКАЛА-ПЕРЕВАЛКА","МАХАЧКАЛА-ПЕРЕВАЛКА",,"МАХАЧКАЛА-ПЕРЕВАЛКА",540106,"Россия"
"МАХАЧКАЛА (ЭКСП.)","МАХАЧКАЛА (ЭКСП.)",,"МАХАЧКАЛА (ЭКСП.)",543405,"Россия"
"МАЯЧНАЯ","МАЯЧНАЯ",,"МАЯЧНАЯ",812306,"Россия"
"МГА","МГА",,"МГА",30203,"Россия"
"МЕГЕТ","МЕГЕТ",,"МЕГЕТ",932508,"Россия"
"МЕГИОН","МЕГИОН",,"МЕГИОН",797801,"Россия"
"МЕДВЕДЕВО","МЕДВЕДЕВО",,"МЕДВЕДЕВО",52700,"Россия"
"МЕДВЕДИЦА","МЕДВЕДИЦА",,"МЕДВЕДИЦА",622109,"Россия"
"МЕДВЕДЧИКОВО","МЕДВЕДЧИКОВО",,"МЕДВЕДЧИКОВО",935807,"Россия"
"МЕДВЕЖЬЯ ГОРА","МЕДВЕЖЬЯ ГОРА",,"МЕДВЕЖЬЯ ГОРА",11306,"Россия"
"МЕДВЕЖЬЯ ГОРА-ПЕРЕВАЛКА","МЕДВЕЖЬЯ ГОРА-ПЕРЕВАЛКА",,"МЕДВЕЖЬЯ ГОРА-ПЕРЕВАЛКА",12807,"Россия"
"МЕДНОГОРСК","МЕДНОГОРСК",,"МЕДНОГОРСК",813602,"Россия"
"МЕЖДУРЕЧЕНСК","МЕЖДУРЕЧЕНСК",,"МЕЖДУРЕЧЕНСК",864902,"Россия"
"МЕЖЕГ","МЕЖЕГ",,"МЕЖЕГ",282002,"Россия"
"МЕКЕНЗИЕВЫ ГОРЫ","МЕКЕНЗИЕВЫ ГОРЫ",,"МЕКЕНЗИЕВЫ ГОРЫ",473503,"Россия"
"МЕКЕНЗИЕВЫ ГОРЫ","МЕКЕНЗИЕВЫ ГОРЫ",,"МЕКЕНЗИЕВЫ ГОРЫ",857400,"Россия"
"МЕКЕНЗИЕВЫ ГОРЫ (ЭКСП.)","МЕКЕНЗИЕВЫ ГОРЫ (ЭКСП.)",,"МЕКЕНЗИЕВЫ ГОРЫ (ЭКСП.)",857504,"Россия"
"МЕКЕНЗИЕВЫ ГОРЫ (ЭКСП.)","МЕКЕНЗИЕВЫ ГОРЫ (ЭКСП.)",,"МЕКЕНЗИЕВЫ ГОРЫ (ЭКСП.)",478507,"Россия"
"МЕЛЕНКИ","МЕЛЕНКИ",,"МЕЛЕНКИ",243402,"Россия"
"МЕЛЕНТЬЕВСКИЙ","МЕЛЕНТЬЕВСКИЙ",,"МЕЛЕНТЬЕВСКИЙ",293204,"Россия"
"МЕЛЕУЗ","МЕЛЕУЗ",,"МЕЛЕУЗ",653200,"Россия"
"МЕЛЬНИЧНЫЙ РУЧЕЙ","МЕЛЬНИЧНЫЙ РУЧЕЙ",,"МЕЛЬНИЧНЫЙ РУЧЕЙ",36106,"Россия"
"МЕНДЕЛЕЕВО","МЕНДЕЛЕЕВО",,"МЕНДЕЛЕЕВО",762408,"Россия"
"МЕНОВОЙ ДВОР","МЕНОВОЙ ДВОР",,"МЕНОВОЙ ДВОР",812005,"Россия"
"МЕРЕТЬ","МЕРЕТЬ",,"МЕРЕТЬ",862201,"Россия"
"МЕРЗЛОТНАЯ","МЕРЗЛОТНАЯ",,"МЕРЗЛОТНАЯ",926808,"Россия"
"МЕТАЛЛИСТ","МЕТАЛЛИСТ",,"МЕТАЛЛИСТ",269101,"Россия"
"МЕТАЛЛУРГИЧЕСКАЯ","МЕТАЛЛУРГИЧЕСКАЯ",,"МЕТАЛЛУРГИЧЕСКАЯ",801208,"Россия"
"МЕЧЕТИНСКАЯ","МЕЧЕТИНСКАЯ",,"МЕЧЕТИНСКАЯ",517400,"Россия"
"МИАСС 1","МИАСС 1",,"МИАСС 1",805302,"Россия"
"МИКУНЬ","МИКУНЬ",,"МИКУНЬ",282407,"Россия"
"МИКУНЬ 2","МИКУНЬ 2",,"МИКУНЬ 2",282500,"Россия"
"МИЛЛЕРОВО","МИЛЛЕРОВО",,"МИЛЛЕРОВО",586504,"Россия"
"МИЛЛИОННАЯ","МИЛЛИОННАЯ",,"МИЛЛИОННАЯ",227607,"Россия"
"МИЛОВАНОВО","МИЛОВАНОВО",,"МИЛОВАНОВО",526109,"Россия"
"МИЛОСЛАВСКОЕ","МИЛОСЛАВСКОЕ",,"МИЛОСЛАВСКОЕ",603201,"Россия"
"МИЛОХОВО","МИЛОХОВО",,"МИЛОХОВО",172404,"Россия"
"МИНГАТУЙ","МИНГАТУЙ",,"МИНГАТУЙ",922538,"Россия"
"МИНЕРАЛЬНЫЕ ВОДЫ","МИНЕРАЛЬНЫЕ ВОДЫ",,"МИНЕРАЛЬНЫЕ ВОДЫ",530000,"Россия"
"МИННИБАЕВО","МИННИБАЕВО",,"МИННИБАЕВО",647708,"Россия"
"МИНУСИНСК","МИНУСИНСК",,"МИНУСИНСК",888305,"Россия"
"МИНЬЯР","МИНЬЯР",,"МИНЬЯР",656001,"Россия"
"МИР","МИР",,"МИР",773506,"Россия"
"МИРСКАЯ","МИРСКАЯ",,"МИРСКАЯ",520403,"Россия"
"МИСЯШ","МИСЯШ",,"МИСЯШ",805105,"Россия"
"МИТРОФАНОВКА","МИТРОФАНОВКА",,"МИТРОФАНОВКА",585802,"Россия"
"МИХАЙЛОВ","МИХАЙЛОВ",,"МИХАЙЛОВ",228402,"Россия"
"МИХАЙЛОВКА-АЛТАЙСКАЯ","МИХАЙЛОВКА-АЛТАЙСКАЯ",,"МИХАЙЛОВКА-АЛТАЙСКАЯ",845009,"Россия"
"МИХАЙЛОВСКАЯ","МИХАЙЛОВСКАЯ",,"МИХАЙЛОВСКАЯ",536505,"Россия"
"МИХАЙЛОВСКИЙ ЗАВОД","МИХАЙЛОВСКИЙ ЗАВОД",,"МИХАЙЛОВСКИЙ ЗАВОД",782204,"Россия"
"МИХАЙЛОВСКИЙ РУДНИК","МИХАЙЛОВСКИЙ РУДНИК",,"МИХАЙЛОВСКИЙ РУДНИК",205307,"Россия"
"МИХАЙЛО-ЛЕОНТЬЕВСКАЯ","МИХАЙЛО-ЛЕОНТЬЕВСКАЯ",,"МИХАЙЛО-ЛЕОНТЬЕВСКАЯ",512208,"Россия"
"МИХАЙЛО-ЧЕСНОКОВСКАЯ","МИХАЙЛО-ЧЕСНОКОВСКАЯ",,"МИХАЙЛО-ЧЕСНОКОВСКАЯ",953701,"Россия"
"МИХАЙЛО-ЧЕСНОКОВСКАЯ-ПЕРЕВАЛКА","МИХАЙЛО-ЧЕСНОКОВСКАЯ-ПЕРЕВАЛКА",,"МИХАЙЛО-ЧЕСНОКОВСКАЯ-ПЕРЕВАЛКА",953805,"Россия"
"МИХНЕВО","МИХНЕВО",,"МИХНЕВО",192605,"Россия"
"МИЧУРИНСК-ВОРОНЕЖСКИЙ","МИЧУРИНСК-ВОРОНЕЖСКИЙ",,"МИЧУРИНСК-ВОРОНЕЖСКИЙ",600102,"Россия"
"МИЧУРИНСК-УРАЛЬСКИЙ","МИЧУРИНСК-УРАЛЬСКИЙ",,"МИЧУРИНСК-УРАЛЬСКИЙ",600909,"Россия"
"МИШКИНО","МИШКИНО",,"МИШКИНО",829203,"Россия"
"МОГЗОН","МОГЗОН",,"МОГЗОН",941300,"Россия"
"МОГЛИНО","МОГЛИНО",,"МОГЛИНО",70906,"Россия"
"МОГОЙТУЙ","МОГОЙТУЙ",,"МОГОЙТУЙ",943409,"Россия"
"МОГОТ","МОГОТ",,"МОГОТ",911107,"Россия"
"МОГОЧА","МОГОЧА",,"МОГОЧА",950807,"Россия"
"МОЖАЙСК","МОЖАЙСК",,"МОЖАЙСК",183201,"Россия"
"МОЖГА","МОЖГА",,"МОЖГА",254604,"Россия"
"МОЗДОК","МОЗДОК",,"МОЗДОК",539306,"Россия"
"МОЗЫНДОР","МОЗЫНДОР",,"МОЗЫНДОР",283113,"Россия"
"МОКРАЯ БУЙВОЛА","МОКРАЯ БУЙВОЛА",,"МОКРАЯ БУЙВОЛА",527606,"Россия"
"МОКРОУС","МОКРОУС",,"МОКРОУС",627009,"Россия"
"МОЛВИНО","МОЛВИНО",,"МОЛВИНО",644409,"Россия"
"МОЛОСКОВИЦЫ","МОЛОСКОВИЦЫ",,"МОЛОСКОВИЦЫ",73707,"Россия"
"МОЛОТ","МОЛОТ",,"МОЛОТ",313107,"Россия"
"МОНЕТНАЯ","МОНЕТНАЯ",,"МОНЕТНАЯ",785202,"Россия"
"МОНИНО","МОНИНО",,"МОНИНО",235707,"Россия"
"МОНЧАЛОВО","МОНЧАЛОВО",,"МОНЧАЛОВО",64303,"Россия"
"МОНЧЕГОРСК","МОНЧЕГОРСК",,"МОНЧЕГОРСК",16403,"Россия"
"МОРДВЕС","МОРДВЕС",,"МОРДВЕС",226801,"Россия"
"МОРЕЦ","МОРЕЦ",,"МОРЕЦ",606905,"Россия"
"МОРИНО","МОРИНО",,"МОРИНО",56608,"Россия"
"МОРОЗОВСКАЯ","МОРОЗОВСКАЯ",,"МОРОЗОВСКАЯ",588302,"Россия"
"МОРТКА","МОРТКА",,"МОРТКА",788802,"Россия"
"МОРШАНСК","МОРШАНСК",,"МОРШАНСК",632007,"Россия"
"МОСКАЛЕНКИ","МОСКАЛЕНКИ",,"МОСКАЛЕНКИ",832206,"Россия"
"МОСКВА 2-МИТЬКОВО","МОСКВА 2-МИТЬКОВО",,"МОСКВА 2-МИТЬКОВО",194121,"Россия"
"МОСКВА-БУТЫРСКАЯ","МОСКВА-БУТЫРСКАЯ",,"МОСКВА-БУТЫРСКАЯ",196004,"Россия"
"МОСКВА-ПАССАЖИРСКАЯ-КАЗАНСКАЯ","МОСКВА-ПАССАЖИРСКАЯ-КАЗАНСКАЯ",,"МОСКВА-ПАССАЖИРСКАЯ-КАЗАНСКАЯ",193909,"Россия"
"МОСКВА-ПАССАЖИРСКАЯ-КИЕВСКАЯ","МОСКВА-ПАССАЖИРСКАЯ-КИЕВСКАЯ",,"МОСКВА-ПАССАЖИРСКАЯ-КИЕВСКАЯ",198103,"Россия"
"МОСКВА-ПАССАЖИРСКАЯ-ЯРОСЛАВСК","МОСКВА-ПАССАЖИРСКАЯ-ЯРОСЛАВСК",,"МОСКВА-ПАССАЖИРСКАЯ-ЯРОСЛАВСК",195506,"Россия"
"МОСКВА-СОРТИРОВОЧНАЯ-КИЕВСКАЯ","МОСКВА-СОРТИРОВОЧНАЯ-КИЕВСКАЯ",,"МОСКВА-СОРТИРОВОЧНАЯ-КИЕВСКАЯ",197907,"Россия"
"МОСКВА-ТОВАРНАЯ-ПАВЕЛЕЦКАЯ","МОСКВА-ТОВАРНАЯ-ПАВЕЛЕЦКАЯ",,"МОСКВА-ТОВАРНАЯ-ПАВЕЛЕЦКАЯ",193504,"Россия"
"МОСКВА-ТОВАРНАЯ-СМОЛЕНСКАЯ","МОСКВА-ТОВАРНАЯ-СМОЛЕНСКАЯ",,"МОСКВА-ТОВАРНАЯ-СМОЛЕНСКАЯ",198207,"Россия"
"МОСКВА-ЮЖНЫЙ ПОРТ-ПЕРЕВАЛКА","МОСКВА-ЮЖНЫЙ ПОРТ-ПЕРЕВАЛКА",,"МОСКВА-ЮЖНЫЙ ПОРТ-ПЕРЕВАЛКА",200303,"Россия"
"МОСКВА-ЮЖНЫЙ ПОРТ (ЭКСП.)","МОСКВА-ЮЖНЫЙ ПОРТ (ЭКСП.)",,"МОСКВА-ЮЖНЫЙ ПОРТ (ЭКСП.)",199905,"Россия"
"МОСКОВКА","МОСКОВКА",,"МОСКОВКА",830003,"Россия"
"МОСТОВАЯ","МОСТОВАЯ",,"МОСТОВАЯ",64604,"Россия"
"МОСТОВОЙ","МОСТОВОЙ",,"МОСТОВОЙ",935309,"Россия"
"МОСТОВСКАЯ","МОСТОВСКАЯ",,"МОСТОВСКАЯ",535803,"Россия"
"МОХОВАЯ","МОХОВАЯ",,"МОХОВАЯ",217501,"Россия"
"МОХОВАЯ ПАДЬ","МОХОВАЯ ПАДЬ",,"МОХОВАЯ ПАДЬ",954600,"Россия"
"МОХОВОЙ","МОХОВОЙ",,"МОХОВОЙ",771905,"Россия"
"МОХОВЫЕ ГОРЫ","МОХОВЫЕ ГОРЫ",,"МОХОВЫЕ ГОРЫ",265007,"Россия"
"МОХОВЫЕ ГОРЫ-ПЕРЕВАЛКА","МОХОВЫЕ ГОРЫ-ПЕРЕВАЛКА",,"МОХОВЫЕ ГОРЫ-ПЕРЕВАЛКА",265100,"Россия"
"МОХОВЫЕ ГОРЫ (ЭКСП.)","МОХОВЫЕ ГОРЫ (ЭКСП.)",,"МОХОВЫЕ ГОРЫ (ЭКСП.)",265204,"Россия"
"МОШКОВО","МОШКОВО",,"МОШКОВО",854101,"Россия"
"МСТА","МСТА",,"МСТА",52503,"Россия"
"МСТЕРА","МСТЕРА",,"МСТЕРА",263425,"Россия"
"МУДЬЮГА","МУДЬЮГА",,"МУДЬЮГА",296408,"Россия"
"МУЛЬДА","МУЛЬДА",,"МУЛЬДА",289406,"Россия"
"МУЛЯНКА","МУЛЯНКА",,"МУЛЯНКА",761706,"Россия"
"МУНДЫБАШ","МУНДЫБАШ",,"МУНДЫБАШ",865407,"Россия"
"МУРАНИТНЫЙ","МУРАНИТНЫЙ",,"МУРАНИТНЫЙ",793603,"Россия"
"МУРАШИ","МУРАШИ",,"МУРАШИ",271900,"Россия"
"МУРЗИНКА","МУРЗИНКА",,"МУРЗИНКА",771303,"Россия"
"МУРМАНСК","МУРМАНСК",,"МУРМАНСК",18409,"Россия"
